


2022-12-03 00:02:54:748877  ->     Device used:genmet0

2022-12-03 00:02:54:748877  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-03 01:24:34:180168  ->      35.5    42.8           0.4260791010   0.3945535736   0.8141155184           0.9523957996   0.2236880408 +0.2071373970 *i
2022-12-03 01:24:34:732493  ->      38.2    35.7           0.5021992708   0.3608667841   0.7858568932           0.9449489122   0.2657282655 +0.1909451291 *i
2022-12-03 01:24:35:284442  ->      34.9    37.2           0.4557313057   0.3459188887   0.8201518759           0.9539790029   0.2388581427 +0.1813031983 *i
2022-12-03 01:24:35:836480  ->      42.1    44.8           0.4757151098   0.4724055310   0.7419758410           0.9332673360   0.2548654021 +0.2530922881 *i
2022-12-03 01:24:36:389226  ->      37.9    41.6           0.4593612997   0.4078400464   0.7890840848           0.9458023273   0.2428421280 +0.2156053303 *i
2022-12-03 01:24:36:941517  ->      42.0    48.8           0.4407492779   0.5034638442   0.7431448255           0.9335804265   0.2360531912 +0.2696413881 *i
2022-12-03 01:24:37:493933  ->      38.9    36.6           0.5041397165   0.3744071955   0.7782431485           0.9429324336   0.2673254724 +0.1985334167 *i
2022-12-03 01:24:38:045717  ->      37.5    42.9           0.4459438619   0.4143966089   0.7933533403           0.9469301295   0.2354681977 +0.2188105521 *i
2022-12-03 01:24:38:597932  ->      37.5    62.6           0.2801518786   0.5404677626   0.7933533403           0.9469301295   0.1479263728 +0.2853789027 *i
2022-12-03 01:24:39:149792  ->      34.6    44.3           0.4064016422   0.3965907513   0.8231363685           0.9547607995   0.2128290366 +0.2076911576 *i
2022-12-03 01:24:39:701648  ->      47.7    24.8           0.6714204504   0.3102398030   0.6730125135           0.9146071598   0.3670540096 +0.1696027632 *i
2022-12-03 01:24:40:253905  ->      40.8    49.4           0.4252292821   0.4961235162   0.7569950557           0.9372819895   0.2268417013 +0.2646607541 *i
2022-12-03 01:24:40:806026  ->      43.9    38.6           0.5419077244   0.4325992530   0.7205511117           0.9275104074   0.2921302662 +0.2332045277 *i
2022-12-03 01:24:41:358251  ->      39.4    38.0           0.5001744700   0.3907791242   0.7727335735           0.9414705448   0.2656346886 +0.2075365641 *i
2022-12-03 01:24:41:910204  ->      43.5    53.1           0.4133020094   0.5504665938   0.7253743710           0.9288095529   0.2224901801 +0.2963290979 *i
2022-12-03 01:24:42:462417  ->      39.5    41.2           0.4785947362   0.4189780195   0.7716245834           0.9411760153   0.2542535766 +0.2225821805 *i
2022-12-03 01:24:43:014427  ->      40.8    58.3           0.3433540036   0.5559375090   0.7569950557           0.9372819895   0.1831647292 +0.2965689703 *i
2022-12-03 01:24:43:566447  ->      43.1    40.3           0.5211112677   0.4419344934   0.7301622766           0.9300973811   0.2801380147 +0.2375743134 *i
2022-12-03 01:24:44:118383  ->      40.6    53.3           0.3889190372   0.5217749173   0.7592713073           0.9378889346   0.2073374698 +0.2781645556 *i
2022-12-03 01:24:44:670780  ->      44.0    30.2           0.6003757256   0.3494270164   0.7193398003           0.9271838546   0.3237630393 +0.1884345886 *i
2022-12-03 01:24:45:222993  ->      43.9    39.8           0.5327291999   0.4438532359   0.7205511117           0.9275104074   0.2871823301 +0.2392712968 *i
2022-12-03 01:24:45:775315  ->      44.6    34.1           0.5814250920   0.3936543817   0.7120260460           0.9252097184   0.3142125944 +0.2127379198 *i
2022-12-03 01:24:46:327785  ->      44.4    36.8           0.5602423859   0.4191148520   0.7144726796           0.9258705848   0.3025489712 +0.2263355478 *i
2022-12-03 01:24:46:880089  ->      47.8    44.7           0.5265635173   0.5210780288   0.6717205893           0.9142539552   0.2879744267 +0.2849744460 *i
2022-12-03 01:24:47:432422  ->      38.6    40.9           0.4715615575   0.4084794348   0.7815204724           0.9438009516   0.2498204503 +0.2164012624 *i
2022-12-03 01:24:47:984143  ->      34.0    36.8           0.4477633002   0.3349697453   0.8290375726           0.9563047560   0.2341111959 +0.1751375507 *i
2022-12-03 01:24:48:536450  ->      35.5    37.0           0.4637700012   0.3494757627   0.8141155184           0.9523957996   0.2434754549 +0.1834719152 *i
2022-12-03 01:24:49:088573  ->      42.6    44.8           0.4802913804   0.4769499641   0.7360970871           0.9316912276   0.2577524432 +0.2559592438 *i
2022-12-03 01:24:49:640704  ->      34.9    62.6           0.2633014078   0.5079599090   0.8201518759           0.9539790029   0.1380016788 +0.2662322270 *i
2022-12-03 01:24:50:192880  ->      42.7    44.8           0.4812022564   0.4778545032   0.7349145951           0.9313738764   0.2583292642 +0.2565320519 *i
2022-12-03 01:24:50:744625  ->      43.3    33.1           0.5745228704   0.3745267474   0.7277727577           0.9294548826   0.3090644211 +0.2014765614 *i
2022-12-03 01:24:51:296671  ->      43.7    54.7           0.3992316688   0.5638551060   0.7229671459           0.9281613938   0.2150658665 +0.3037484158 *i
2022-12-03 01:24:51:848904  ->      39.3    45.9           0.4407778544   0.4548474611   0.7738402097           0.9417643574   0.2340170611 +0.2414868738 *i
2022-12-03 01:24:52:400939  ->      36.6    30.6           0.5131958074   0.3035031545   0.8028174752           0.9494254776   0.2702665030 +0.1598351643 *i
2022-12-03 01:24:52:953428  ->      34.4    52.4           0.3447118849   0.4476175057   0.8251134983           0.9552783621   0.1804248367 +0.2342864255 *i
2022-12-03 01:24:53:505553  ->      36.8    38.1           0.4713926487   0.3696190503   0.8007313709           0.9488760116   0.2483952818 +0.1947667797 *i
2022-12-03 01:24:54:057900  ->      35.8    52.4           0.3569090965   0.4634559077   0.8110638190           0.9515944039   0.1875321539 +0.2435154651 *i
2022-12-03 01:24:54:610312  ->      36.0    43.0           0.4298789200   0.4008685781   0.8090169944           0.9510565163   0.2260007227 +0.2107490834 *i
2022-12-03 01:24:55:162643  ->      39.1    49.6           0.4087535419   0.4802837870   0.7760464071           0.9423498308   0.2168799360 +0.2548330627 *i
2022-12-03 01:24:55:714655  ->      44.1    30.3           0.6008480122   0.3511072296   0.7181262978           0.9268565956   0.3241321338 +0.1894075261 *i
2022-12-03 01:24:56:267034  ->      36.9    40.1           0.4592742799   0.3867448549   0.7996846585           0.9486001946   0.2420800051 +0.2038502928 *i
2022-12-03 01:24:56:818903  ->      37.9    34.0           0.5092655111   0.3435039246   0.7890840848           0.9458023273   0.2692240738 +0.1815939307 *i
2022-12-03 01:24:57:371172  ->      42.2    38.8           0.5234973571   0.4209026814   0.7408045963           0.9329535348   0.2805591798 +0.2255753720 *i
2022-12-03 01:24:57:923687  ->      46.9    45.3           0.5135922776   0.5189989621   0.6832737737           0.9174076994   0.2799149593 +0.2828616778 *i
2022-12-03 01:24:58:475864  ->      40.2    41.0           0.4871331006   0.4234583439   0.7637960286           0.9390942521   0.2593632638 +0.2254610455 *i
2022-12-03 01:24:59:028239  ->      37.4    43.6           0.4398444924   0.4188582495   0.7944146205           0.9472102777   0.2321789062 +0.2211009843 *i
2022-12-03 01:24:59:580431  ->      39.0    38.5           0.4925112713   0.3917611546   0.7771459615           0.9426414911   0.2612399708 +0.2077996557 *i
2022-12-03 01:25:00:132604  ->      39.9    45.0           0.4535733843   0.4535733843   0.7671651518           0.9399907318   0.2412648173 +0.2412648173 *i
2022-12-03 01:25:00:684798  ->      34.1    62.7           0.2571368251   0.4981934719   0.8280603346           0.9560492494   0.1344788593 +0.2605480168 *i
2022-12-03 01:25:01:236852  ->      35.4    48.4           0.3845999548   0.4331853545   0.8151277957           0.9526614813   0.2018555187 +0.2273553424 *i
2022-12-03 01:25:01:788578  ->      41.9    32.3           0.5644933701   0.3568578950   0.7443115462           0.9338928060   0.3022259977 +0.1910593447 *i
2022-12-03 01:25:02:340429  ->      40.9    54.1           0.3839219140   0.5303673228   0.7558534692           0.9369774461   0.2048725482 +0.2830203251 *i
2022-12-03 01:25:02:892588  ->      35.5    48.5           0.3847854205   0.4349208008   0.8141155184           0.9523957996   0.2020091965 +0.2283298608 *i
2022-12-03 01:25:03:444579  ->      39.8    31.6           0.5451986719   0.3354084608   0.7682835236           0.9402881270   0.2899104307 +0.1783540870 *i
2022-12-03 01:25:03:996752  ->      38.3    52.5           0.3772975691   0.4917037651   0.7847763705           0.9446630009   0.1996995588 +0.2602535320 *i
2022-12-03 01:25:04:549152  ->      39.9    42.6           0.4721692053   0.4341818414   0.7671651518           0.9399907318   0.2511563090 +0.2309500651 *i
2022-12-03 01:25:05:101422  ->      35.7    57.4           0.3143949565   0.4916056923   0.8120835269           0.9518622608   0.1651472957 +0.2582336292 *i
2022-12-03 01:25:05:653839  ->      38.8    42.5           0.4619807893   0.4233273990   0.7793379649           0.9432226579   0.2448948747 +0.2244048081 *i
2022-12-03 01:25:06:206028  ->      45.2    48.9           0.4664542373   0.5347065313   0.7046342100           0.9232102171   0.2526262322 +0.2895908870 *i
2022-12-03 01:25:06:758137  ->      42.5    31.7           0.5747996541   0.3550035018   0.7372773368           0.9320078693   0.3083663094 +0.1904509144 *i
2022-12-03 01:25:07:310422  ->      46.5    40.2           0.5540380639   0.4681984642   0.6883545757           0.9187912101   0.3015037898 +0.2547904568 *i
2022-12-03 01:25:07:862404  ->      37.9    35.5           0.5000991141   0.3567172313   0.7890840848           0.9458023273   0.2643782425 +0.1885791677 *i
2022-12-03 01:25:08:414515  ->      36.4    39.5           0.4578966011   0.3774608293   0.8048937974           0.9499720515   0.2410053014 +0.1986694391 *i
2022-12-03 01:25:08:966652  ->      35.6    45.3           0.4094622136   0.4137727009   0.8131007610           0.9521293927   0.2150244582 +0.2172880619 *i
2022-12-03 01:25:09:518766  ->      37.3    40.1           0.4635334961   0.3903314480   0.7954734809           0.9474897047   0.2446113629 +0.2059818941 *i
2022-12-03 01:25:10:071099  ->      37.3    38.2           0.4762201615   0.3747483142   0.7954734809           0.9474897047   0.2513062460 +0.1977585151 *i
2022-12-03 01:25:10:623519  ->      41.2    38.2           0.5176356527   0.4073390921   0.7524149089           0.9360595357   0.2764971847 +0.2175818292 *i
2022-12-03 01:25:11:176005  ->      41.6    44.2           0.4759757445   0.4628661863   0.7477980905           0.9348256764   0.2545799482 +0.2475681820 *i
2022-12-03 01:25:11:727963  ->      36.0    61.6           0.2795648957   0.5170444583   0.8090169944           0.9510565163   0.1469759635 +0.2718263581 *i
2022-12-03 01:25:12:280012  ->      41.0    45.9           0.4565598736   0.4711332416   0.7547095802           0.9366721892   0.2437137981 +0.2514931302 *i
2022-12-03 01:25:12:832330  ->      37.0    37.4           0.4780906532   0.3655279050   0.7986355100           0.9483236552   0.2520714582 +0.1927231821 *i
2022-12-03 01:25:13:384327  ->      38.3    53.5           0.3686586909   0.4982136268   0.7847763705           0.9446630009   0.1951270932 +0.2636991320 *i
2022-12-03 01:25:13:936635  ->      32.3    48.1           0.3568578950   0.3977246234   0.8452618332           0.9605367857   0.1857596192 +0.2070324788 *i
2022-12-03 01:25:14:490554  ->      41.4    42.2           0.4899028694   0.4442167959   0.7501110696           0.9354440308   0.2618557889 +0.2374363304 *i
2022-12-03 01:25:15:042566  ->      45.6    51.4           0.4457449272   0.5583750261   0.6996633405           0.9218631516   0.2417630678 +0.3028513642 *i
2022-12-03 01:25:15:595009  ->      42.7    48.5           0.4493621931   0.5079115644   0.7349145951           0.9313738764   0.2412362020 +0.2726679249 *i
2022-12-03 01:25:16:147479  ->      43.5    41.8           0.5131518155   0.4588106757   0.7253743710           0.9288095529   0.2762416762 +0.2469885642 *i
2022-12-03 01:25:16:699537  ->      32.8    38.2           0.4257051311   0.3349969051   0.8405666035           0.9593139745   0.2218799801 +0.1746023273 *i
2022-12-03 01:25:17:251605  ->      43.2    48.2           0.4562728735   0.5103134381   0.7289686274           0.9297764859   0.2453669675 +0.2744280189 *i
2022-12-03 01:25:17:804068  ->      40.8    36.5           0.5252566354   0.3886694646   0.7569950557           0.9372819895   0.2802020317 +0.2073385966 *i
2022-12-03 01:25:18:356350  ->      42.1    43.6           0.4855040926   0.4623392991   0.7419758410           0.9332673360   0.2601098709 +0.2476992825 *i
2022-12-03 01:25:18:908675  ->      34.1    37.1           0.4471566519   0.3381819198   0.8280603346           0.9560492494   0.2338564944 +0.1768642776 *i
2022-12-03 01:25:19:461005  ->      40.7    34.3           0.5386973792   0.3674744370   0.7581343362           0.9375858191   0.2872789713 +0.1959684274 *i
2022-12-03 01:25:20:016634  ->      34.7    37.5           0.4516398115   0.3465554162   0.8221440410           0.9545009275   0.2365842706 +0.1815374958 *i
2022-12-03 01:25:20:568765  ->      41.2    44.5           0.4698105533   0.4616815449   0.7524149089           0.9360595357   0.2509512138 +0.2466090709 *i
2022-12-03 01:25:21:121140  ->      40.7    62.2           0.3041299837   0.5768338420   0.7581343362           0.9375858191   0.1621878113 +0.3076165564 *i
2022-12-03 01:25:21:672816  ->      45.1    47.1           0.4821817099   0.5188893181   0.7058715707           0.9235452265   0.2610493217 +0.2809225272 *i
2022-12-03 01:25:22:224916  ->      46.7    29.3           0.6346682593   0.3561592165   0.6858183529           0.9181008531   0.3456419069 +0.1939651920 *i
2022-12-03 01:25:22:777246  ->      37.8    49.2           0.4004860972   0.4639676092   0.7901550124           0.9460853588   0.2116543150 +0.2452038840 *i
2022-12-03 01:25:23:330224  ->      37.3    39.3           0.4689381908   0.3838214618   0.7954734809           0.9474897047   0.2474634756 +0.2025465078 *i
2022-12-03 01:25:23:885990  ->      38.2    53.2           0.3704412223   0.4951790022   0.7858568932           0.9449489122   0.1960112433 +0.2620136368 *i
2022-12-03 01:25:24:440024  ->      42.2    38.1           0.5286004567   0.4144757017   0.7408045963           0.9329535348   0.2832940961 +0.2221309455 *i
2022-12-03 01:25:24:997309  ->      41.9    36.7           0.5354518774   0.3991135291   0.7443115462           0.9338928060   0.2866773756 +0.2136827303 *i
2022-12-03 01:25:25:553400  ->      35.1    53.6           0.3412189765   0.4628181608   0.8181497174           0.9534541723   0.1789383205 +0.2427060336 *i
2022-12-03 01:25:26:105859  ->      38.3    39.9           0.4754728750   0.3975570316   0.7847763705           0.9446630009   0.2516626959 +0.2104226752 *i
2022-12-03 01:25:26:657991  ->      39.0    40.3           0.4799627315   0.4070379970   0.7771459615           0.9426414911   0.2545839198 +0.2159028649 *i
2022-12-03 01:25:27:210424  ->      41.9    55.9           0.3744129724   0.5530056494   0.7443115462           0.9338928060   0.2004582164 +0.2960755484 *i
