


2022-12-02 22:20:21:565089  ->     Device used:genmet0

2022-12-02 22:20:21:565089  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-02 22:56:27:871848  ->      42.6    41.3           0.5085126389   0.4467392690   0.7360970871           0.9316912276   0.2728976209 +0.2397464180 *i
2022-12-02 22:56:28:423658  ->      37.2    61.5           0.2884897641   0.5313320484   0.7965299180           0.9477684100   0.1521942286 +0.2803068993 *i
2022-12-02 22:56:28:975574  ->      39.9    27.1           0.5710266755   0.2922091129   0.7671651518           0.9399907318   0.3037405882 +0.1554319117 *i
2022-12-02 22:56:29:527860  ->      40.8    46.6           0.4489571363   0.4747588603   0.7569950557           0.9372819895   0.2394995003 +0.2532636206 *i
2022-12-02 22:56:30:080349  ->      41.7    58.4           0.3485713301   0.5665946105   0.7466381823           0.9345154312   0.1864984346 +0.3031488788 *i
2022-12-02 22:56:30:632711  ->      41.5    24.8           0.6015115566   0.2779373591   0.7489557208           0.9351352097   0.3216174251 +0.1486081137 *i
2022-12-02 22:56:31:184716  ->      37.1    52.8           0.3646990155   0.4804732090   0.7975839288           0.9480463936   0.1923423885 +0.2534017387 *i
2022-12-02 22:56:31:736988  ->      40.9    52.3           0.4003917119   0.5180463398   0.7558534692           0.9369774461   0.2136613392 +0.2764454694 *i
2022-12-02 22:56:32:289376  ->      39.1    25.2           0.5706525319   0.2685286985   0.7760464071           0.9423498308   0.3027816811 +0.1424782441 *i
2022-12-02 22:56:32:841551  ->      39.0    58.7           0.3269439706   0.5377283651   0.7771459615           0.9426414911   0.1734190430 +0.2852242184 *i
2022-12-02 22:56:33:393817  ->      40.6    47.4           0.4404934294   0.4790330057   0.7592713073           0.9378889346   0.2348324056 +0.2553783225 *i
2022-12-02 22:56:33:945969  ->      38.7    27.2           0.5561010558   0.2857971221   0.7804304073           0.9435121640   0.2946973431 +0.1514538620 *i
2022-12-02 22:56:34:498325  ->      44.6    61.2           0.3382648131   0.6153014108   0.7120260460           0.9252097184   0.1828043990 +0.3325199674 *i
2022-12-02 22:56:35:050561  ->      40.4    39.4           0.5008240072   0.4113814774   0.7615383075           0.9384930228   0.2668235112 +0.2191713031 *i
2022-12-02 22:56:35:602839  ->      38.7    31.7           0.5319633981   0.3285472909   0.7804304073           0.9435121640   0.2819059565 +0.1741086673 *i
2022-12-02 22:56:36:154829  ->      45.2    62.5           0.3276433036   0.6293969302   0.7046342100           0.9232102171   0.1774478323 +0.3408741143 *i
2022-12-02 22:56:36:710254  ->      43.5    31.0           0.5900350336   0.3545288155   0.7253743710           0.9288095529   0.3176297185 +0.1908511893 *i
2022-12-02 22:56:37:262195  ->      41.4    40.4           0.5036143187   0.4286093807   0.7501110696           0.9354440308   0.2691846343 +0.2290940808 *i
2022-12-02 22:56:37:814877  ->      39.6    61.3           0.3061059777   0.5591140073   0.7705132428           0.9408807690   0.1626699088 +0.2971226672 *i
2022-12-02 22:56:38:366998  ->      36.7    26.8           0.5334317309   0.2694557565   0.8017756442           0.9491511061   0.2810046406 +0.1419456580 *i
2022-12-02 22:56:38:919161  ->      38.2    47.0           0.4217535115   0.4522752691   0.7858568932           0.9449489122   0.2231620705 +0.2393120217 *i
2022-12-02 22:56:39:471168  ->      35.4    58.1           0.3061143780   0.4917933145   0.8151277957           0.9526614813   0.1606627244 +0.2581154608 *i
2022-12-02 22:56:40:023103  ->      37.2    24.8           0.5488414600   0.2536003578   0.7965299180           0.9477684100   0.2895440775 +0.1337881465 *i
2022-12-02 22:56:40:575474  ->      32.1    51.9           0.3278919876   0.4181761528   0.8471219214           0.9610207910   0.1705956784 +0.2175687336 *i
2022-12-02 22:56:41:127451  ->      41.5    54.3           0.3866661056   0.5381028257   0.7489557208           0.9351352097   0.2067434215 +0.2877139157 *i
2022-12-02 22:56:41:679532  ->      43.1    24.7           0.6207598109   0.2855176124   0.7301622766           0.9300973811   0.3337068911 +0.1534880208 *i
2022-12-02 22:56:42:231245  ->      42.0    55.2           0.3818819156   0.5494560682   0.7431448255           0.9335804265   0.2045254510 +0.2942735583 *i
2022-12-02 22:56:42:782795  ->      44.2    49.5           0.4527725154   0.5301285032   0.7169106077           0.9265286309   0.2443381134 +0.2860831741 *i
2022-12-02 22:56:43:335348  ->      42.0    25.3           0.6049493047   0.2859582263   0.7431448255           0.9335804265   0.3239942095 +0.1531513612 *i
2022-12-02 22:56:43:887807  ->      37.0    59.6           0.3045387215   0.5190736838   0.7986355100           0.9483236552   0.1605668697 +0.2736796035 *i
2022-12-02 22:56:44:439940  ->      41.4    43.0           0.4836528806   0.4510136076   0.7501110696           0.9354440308   0.2585151354 +0.2410692638 *i
2022-12-02 22:56:44:992166  ->      32.2    29.1           0.4656124883   0.2591565864   0.8461931661           0.9607791542   0.2423098411 +0.1348679274 *i
2022-12-02 22:56:45:544458  ->      44.8    62.1           0.3297193550   0.6227314966   0.7095707365           0.9245460336   0.1783141904 +0.3367769013 *i
2022-12-02 22:56:46:096782  ->      43.2    36.6           0.5495663792   0.4081440126   0.7289686274           0.9297764859   0.2955368239 +0.2194850154 *i
2022-12-02 22:56:46:649224  ->      38.4    34.3           0.5131291219   0.3500329544   0.7836934573           0.9443763702   0.2716761760 +0.1853249221 *i
2022-12-02 22:56:47:201508  ->      39.1    62.6           0.2902368708   0.5599236849   0.7760464071           0.9423498308   0.1539963511 +0.2970890781 *i
2022-12-02 22:56:47:753839  ->      41.9    30.8           0.5736413830   0.3419588950   0.7443115462           0.9338928060   0.3071237830 +0.1830825191 *i
2022-12-02 22:56:48:306123  ->      39.7    39.2           0.4950095997   0.4037199783   0.7693995550           0.9405848061   0.2631392707 +0.2146111524 *i
2022-12-02 22:56:48:857646  ->      39.0    62.1           0.2944777737   0.5561717319   0.7771459615           0.9426414911   0.1561981816 +0.2950070293 *i
2022-12-02 22:56:49:410023  ->      36.8    27.4           0.5318223668   0.2756705311   0.8007313709           0.9488760116   0.2802380713 +0.1452616189 *i
2022-12-02 22:56:49:962074  ->      40.8    45.8           0.4555420426   0.4684441623   0.7569950557           0.9372819895   0.2430122672 +0.2498949983 *i
2022-12-02 22:56:50:514165  ->      42.9    58.9           0.3516150165   0.5828788739   0.7325428988           0.9307370463   0.1888906313 +0.3131275779 *i
2022-12-02 22:56:51:066460  ->      42.2    25.3           0.6072908631   0.2870650758   0.7408045963           0.9329535348   0.3254668322 +0.1538474667 *i
2022-12-02 22:56:51:618824  ->      39.1    52.3           0.3856753098   0.4990055405   0.7760464071           0.9423498308   0.2046348910 +0.2647666101 *i
2022-12-02 22:56:52:171107  ->      41.3    54.1           0.3870067335   0.5346288338   0.7512641335           0.9357521396   0.2067891256 +0.2856679730 *i
2022-12-02 22:56:52:723166  ->      38.7    24.6           0.5684932001   0.2602765083   0.7804304073           0.9435121640   0.3012643725 +0.1379295987 *i
2022-12-02 22:56:53:275194  ->      38.3    56.5           0.3420789704   0.5168249474   0.7847763705           0.9446630009   0.1810587321 +0.2735499045 *i
2022-12-02 22:56:53:827259  ->      38.7    49.4           0.4068918003   0.4747288091   0.7804304073           0.9435121640   0.2156261550 +0.2515753517 *i
2022-12-02 22:56:54:379669  ->      34.6    25.7           0.5116709504   0.2462505987   0.8231363685           0.9547607995   0.2679576658 +0.1289593157 *i
2022-12-02 22:56:54:935214  ->      37.2    61.4           0.2894166736   0.5308277298   0.7965299180           0.9477684100   0.1526832244 +0.2800408434 *i
2022-12-02 22:56:55:487177  ->      36.7    38.7           0.4664048369   0.3736607344   0.8017756442           0.9491511061   0.2456957770 +0.1968394347 *i
2022-12-02 22:56:56:039677  ->      45.4    33.5           0.5937484247   0.3929935093   0.7021530530           0.9225380895   0.3218015773 +0.2129958176 *i
2022-12-02 22:56:56:592122  ->      38.1    62.6           0.2839597769   0.5478139431   0.7869350220           0.9452341038   0.1502060578 +0.2897768611 *i
2022-12-02 22:56:57:144373  ->      39.5    31.5           0.5423458383   0.3323499571   0.7716245834           0.9411760153   0.2881213660 +0.1765610002 *i
2022-12-02 22:56:57:696874  ->      41.2    39.8           0.5060602594   0.4216335124   0.7524149089           0.9360595357   0.2703141414 +0.2252172518 *i
2022-12-02 22:56:58:249132  ->      37.6    62.0           0.2864458036   0.5387262038   0.7922896434           0.9466492601   0.1512945796 +0.2845437199 *i
2022-12-02 22:56:58:801297  ->      33.3    27.9           0.4852074967   0.2569041453   0.8358073614           0.9580728995   0.2532205519 +0.1340733807 *i
2022-12-02 22:56:59:353447  ->      35.6    44.9           0.4123408902   0.4109040553   0.8131007610           0.9521293927   0.2165361627 +0.2157816251 *i
2022-12-02 22:56:59:905702  ->      40.5    59.4           0.3305959540   0.5590072296   0.7604059656           0.9381913359   0.1761879168 +0.2979174973 *i
2022-12-02 22:57:00:457698  ->      40.6    25.5           0.5873792319   0.2801655220   0.7592713073           0.9378889346   0.3131390137 +0.1493596479 *i
2022-12-02 22:57:01:014156  ->      45.4    54.9           0.4094187160   0.5825439083   0.7021530530           0.9225380895   0.2218980011 +0.3157289195 *i
2022-12-02 22:57:01:566258  ->      36.6    51.1           0.3744071955   0.4640079239   0.8028174752           0.9494254776   0.1971756627 +0.2443624775 *i
2022-12-02 22:57:02:118532  ->      44.9    26.1           0.6338921354   0.3105405528   0.7083398377           0.9242131350   0.3429361212 +0.1680026723 *i
2022-12-02 22:57:02:670871  ->      42.1    58.7           0.3482994417   0.5728519445   0.7419758410           0.9332673360   0.1866021815 +0.3069066721 *i
2022-12-02 22:57:03:223188  ->      41.0    43.5           0.4758884055   0.4516012345   0.7547095802           0.9366721892   0.2540314589 +0.2410668533 *i
2022-12-02 22:57:03:775452  ->      34.0    29.8           0.4852482834   0.2779043122   0.8290375726           0.9563047560   0.2537100649 +0.1453011242 *i
2022-12-02 22:57:04:327638  ->      43.7    62.3           0.3211511933   0.6117028829   0.7229671459           0.9281613938   0.1730039600 +0.3295239853 *i
2022-12-02 22:57:04:879894  ->      38.1    36.9           0.4934341231   0.3704808192   0.7869350220           0.9452341038   0.2610115955 +0.1959730493 *i
2022-12-02 22:57:05:432335  ->      40.1    32.7           0.5420369793   0.3479815562   0.7649214009           0.9393937941   0.2885035981 +0.1852160182 *i
2022-12-02 22:57:05:992342  ->      36.5    62.7           0.2728152061   0.5285697787   0.8038568606           0.9496991262   0.1436324403 +0.2782827551 *i
2022-12-02 22:57:06:545203  ->      40.2    25.1           0.5845063431   0.2738027785   0.7637960286           0.9390942521   0.3112074969 +0.1457802441 *i
2022-12-02 22:57:07:097563  ->      39.3    51.2           0.3968788688   0.4936177603   0.7738402097           0.9417643574   0.2107102832 +0.2620707380 *i
2022-12-02 22:57:07:650225  ->      37.5    53.9           0.3586800165   0.4918730763   0.7933533403           0.9469301295   0.1893909621 +0.2597198363 *i
2022-12-02 22:57:08:202595  ->      37.4    24.8           0.5513621083   0.2547650608   0.7944146205           0.9472102777   0.2910452522 +0.1344817866 *i
2022-12-02 22:57:08:755137  ->      37.5    57.7           0.3252930998   0.5145628015   0.7933533403           0.9469301295   0.1717619335 +0.2717005117 *i
2022-12-02 22:57:09:307159  ->      37.9    49.2           0.4013866065   0.4650108592   0.7890840848           0.9458023273   0.2121937084 +0.2458287772 *i
2022-12-02 22:57:09:858766  ->      36.9    26.4           0.5378034569   0.2669679545   0.7996846585           0.9486001946   0.2834721413 +0.1407167930 *i
2022-12-02 22:57:10:411145  ->      38.9    60.5           0.3092238045   0.5465512241   0.7782431485           0.9429324336   0.1639692270 +0.2898146275 *i
2022-12-02 22:57:10:963424  ->      41.9    42.6           0.4915895988   0.4520398086   0.7443115462           0.9338928060   0.2631938032 +0.2420191084 *i
2022-12-02 22:57:11:515112  ->      43.1    29.4           0.5952775484   0.3354216602   0.7301622766           0.9300973811   0.3200081844 +0.1803153450 *i
2022-12-02 22:57:12:073559  ->      44.8    62.5           0.3253638693   0.6250181777   0.7095707365           0.9245460336   0.1759587178 +0.3380135520 *i
2022-12-02 22:57:12:625833  ->      43.5    29.3           0.6002928740   0.3368686499   0.7253743710           0.9288095529   0.3231517549 +0.1813443073 *i
2022-12-02 22:57:13:177952  ->      46.4    41.4           0.5432093296   0.4789034445   0.6896195437           0.9191353393   0.2955001872 +0.2605184591 *i
2022-12-02 22:57:13:730513  ->      41.8    60.4           0.3292282925   0.5795466032   0.7454759997           0.9342044743   0.1762078333 +0.3101818816 *i
2022-12-02 22:57:14:282714  ->      34.9    25.8           0.5151136698   0.2490156775   0.8201518759           0.9539790029   0.2699816601 +0.1305142339 *i
2022-12-02 22:57:14:835380  ->      47.4    49.3           0.4800077356   0.5580604765   0.6768759697           0.9156625933   0.2621095036 +0.3047304108 *i
2022-12-02 22:57:15:387811  ->      36.3    56.5           0.3267539692   0.4936713963   0.8059282822           0.9502442534   0.1719315681 +0.2597602640 *i
2022-12-02 22:57:15:940554  ->      40.8    24.6           0.5941136075   0.2720064467   0.7569950557           0.9372819895   0.3169342920 +0.1451038480 *i
2022-12-02 22:57:16:492651  ->      36.1    56.3           0.3269123156   0.4901843382   0.8079898839           0.9507864860   0.1719167870 +0.2577783474 *i
2022-12-02 22:57:17:044839  ->      39.6    50.9           0.4020078894   0.4946705970   0.7705132428           0.9408807690   0.2136338114 +0.2628763459 *i
2022-12-02 22:57:17:596633  ->      39.2    25.2           0.5718772110   0.2691049887   0.7749444887           0.9420574528   0.3035256551 +0.1428283317 *i
2022-12-02 22:57:18:149131  ->      41.6    58.0           0.3518272901   0.5630413606   0.7477980905           0.9348256764   0.1881780202 +0.3011477834 *i
2022-12-02 22:57:18:701386  ->      39.1    44.6           0.4490576015   0.4428309436   0.7760464071           0.9423498308   0.2382648072 +0.2349610140 *i
2022-12-02 22:57:19:253632  ->      39.9    29.1           0.5604808705   0.3119596506   0.7671651518           0.9399907318   0.2981310621 +0.1659376205 *i
2022-12-02 22:57:19:805831  ->      37.6    61.8           0.2883245639   0.5377230392   0.7922896434           0.9466492601   0.1522869008 +0.2840138697 *i
2022-12-02 22:57:20:358344  ->      44.3    39.2           0.5412330763   0.4414189258   0.7156927337           0.9261999605   0.2921793885 +0.2382956946 *i
2022-12-02 22:57:20:910207  ->      37.8    33.1           0.5134437104   0.3347097439   0.7901550124           0.9460853588   0.2713516839 +0.1768919373 *i
